Transaction ID,Date,Product Category,Product Subcategory,Quantity,Price per Unit,Total Sales,Cost of Goods Sold,Marketing Expense,Shipping Expense,Discount Applied,Customer ID,Region,Profit,Tax,Payment Method,Day of Week,Month,Quarter,Customer Segment,Sales Channel,Product Rating
430832,29-09-2023,Home & Kitchen,Furniture,1,40730.1,40730.1,27968.64,3607.79,282.9,No Discount,7446,Haryana,8870.77,5918.28,UPI,Friday,September,Q3,Low-Value,Retail Store,1.36
564789,11-01-2023,Home & Kitchen,Appliances,2,26967.94,53935.88,36242.37,4318.64,299.26,No Discount,7309,Punjab,13075.61,4858.53,Cash,Wednesday,January,Q1,High-Value,Offline,2.16
727906,19-02-2023,Fashion,Shoes,2,48747.48,97494.96,72811.98,7578.18,862.03,5%,2102,Himachal Pradesh,16242.77,6282.27,Debit Card,Sunday,February,Q1,Low-Value,Retail Store,3.35
994115,15-04-2023,Fashion,Accessories,4,6316.22,25264.88,16642.8,2003.03,402.18,15%,6487,Madhya Pradesh,6216.87,3146.72,Debit Card,Saturday,April,Q2,High-Value,Offline,3.58
222078,04-05-2023,Fashion,Clothing,5,23697.6,118488,75044.78,9115.42,858.99,5%,9697,Maharastra,33468.81,12021.39,UPI,Thursday,May,Q2,High-Value,Offline,4.97
940241,04-01-2023,Electronics,TVs,3,26154.27,78462.81,47937.73,6274.72,1068.47,10%,5477,Punjab,23181.89,10552.14,Credit Card,Wednesday,January,Q1,High-Value,Offline,1.62
920599,21-10-2023,Electronics,Mobiles,2,5458.96,10917.92,8017.41,1045.47,794.52,No Discount,1538,Madhya Pradesh,1060.52,1534.92,Cash,Saturday,October,Q4,Mid-Value,Retail Store,4.83
207848,16-07-2023,Home & Kitchen,Cookware,3,32848.18,98544.54,60700.26,8617.32,1274.83,10%,3427,Uttarakhand,27952.13,6881.02,Credit Card,Sunday,July,Q3,High-Value,Retail Store,1.26
448028,29-11-2023,Beauty,Makeup,1,32790.56,32790.56,22140.94,3271.47,134.03,5%,9109,Himachal Pradesh,7244.12,3607.39,Cash,Wednesday,November,Q4,Mid-Value,Offline,3.57
674556,03-02-2023,Fashion,Shoes,2,5539.11,11078.22,7934.34,694.29,985.48,5%,7123,Madhya Pradesh,1464.11,1399.16,UPI,Friday,February,Q1,Low-Value,Retail Store,2.25
151185,24-04-2023,Electronics,TVs,1,24048.3,24048.3,18733.31,1392.22,244.92,10%,1574,Gujrat,3677.85,2188.03,Cash,Monday,April,Q2,Mid-Value,Retail Store,1.4
369446,08-03-2023,Beauty,Haircare,5,43194.85,215974.25,166303.63,21300.53,1217.14,No Discount,2204,Gujrat,27152.95,19475.9,Debit Card,Wednesday,March,Q1,Low-Value,Online,3.21
778498,25-09-2023,Fashion,Shoes,3,10710.6,32131.8,24014.49,1941.85,499.22,10%,3784,Punjab,5676.24,3903.84,UPI,Monday,September,Q3,Mid-Value,Online,1.37
603512,23-08-2023,Beauty,Skincare,4,10737.82,42951.28,31681.62,2368.01,505.29,5%,2473,Maharastra,8396.36,6234.06,Cash,Wednesday,August,Q3,High-Value,Online,2.79
437690,09-11-2023,Electronics,Audio Player,3,8689.47,26068.41,18094.76,2547.35,1301.32,10%,8577,Maharastra,4124.98,3523.9,Cash,Thursday,November,Q4,Low-Value,Offline,1.75
755790,22-06-2023,Home & Kitchen,Furniture,3,10233.81,30701.43,22276.94,2786.9,1429.88,10%,6705,Maharastra,4207.71,1748.12,Credit Card,Thursday,June,Q2,Low-Value,Retail Store,3.76
883256,02-11-2023,Fashion,Accessories,1,36682.53,36682.53,22817.57,2807.59,498.97,5%,6941,Gujrat,10558.4,4797.23,UPI,Thursday,November,Q4,Mid-Value,Online,4.83
124783,03-09-2023,Electronics,Laptops,3,32559.51,97678.53,62317.76,7455.63,178.2,10%,8274,Punjab,27726.94,10721.74,UPI,Sunday,September,Q3,High-Value,Online,1.02
184843,12-11-2023,Home & Kitchen,Furniture,3,24196.42,72589.26,56706.69,6541.53,711.94,No Discount,5441,Haryana,8629.1,10818.35,UPI,Sunday,November,Q4,High-Value,Retail Store,4.89
297615,31-07-2023,Beauty,Makeup,4,11101.25,44405,30445.1,2629.4,912.61,No Discount,4642,Punjab,10417.89,3761.51,Debit Card,Monday,July,Q3,Low-Value,Offline,2.4
112060,13-02-2023,Home & Kitchen,Decor,3,15494.75,46484.25,30826.14,2631.82,633.56,10%,6632,Madhya Pradesh,12392.73,5553.87,Debit Card,Monday,February,Q1,Low-Value,Online,1.2
453343,06-03-2023,Fashion,Accessories,4,32608.87,130435.48,100708.09,9501.59,1129.11,No Discount,9669,Gujrat,19096.69,6572.15,UPI,Monday,March,Q1,Mid-Value,Retail Store,1.62
349890,27-04-2023,Home & Kitchen,Cookware,1,29478.49,29478.49,20158.13,2726.27,56.33,15%,2389,Punjab,6537.76,4407.64,Credit Card,Thursday,April,Q2,High-Value,Offline,1.85
515067,08-04-2023,Fashion,Shoes,3,31798.15,95394.45,66685.09,8523.86,245.27,10%,4477,Himachal Pradesh,19940.23,10146.45,Cash,Saturday,April,Q2,Mid-Value,Offline,4.46
340541,13-05-2023,Beauty,Skincare,4,7444.25,29777,21575.82,2375.01,247.47,15%,3639,Haryana,5578.7,2972.66,Credit Card,Saturday,May,Q2,High-Value,Retail Store,1.22
157244,27-08-2023,Fashion,Accessories,1,7202.91,7202.91,5644.83,569.74,94.67,10%,6617,Punjab,893.67,704.65,Debit Card,Sunday,August,Q3,Mid-Value,Online,3.26
629968,17-04-2023,Fashion,Shoes,2,35094.35,70188.7,51009.65,5885.18,708.02,5%,6376,Punjab,12585.85,9396.7,Debit Card,Monday,April,Q2,Mid-Value,Online,4.94
891779,18-11-2023,Electronics,Laptops,5,34409.52,172047.6,116823.87,8706.17,2391.85,No Discount,1608,Punjab,44125.71,18288.6,Debit Card,Saturday,November,Q4,Low-Value,Retail Store,3.36
436443,14-12-2023,Beauty,Haircare,2,26934.72,53869.44,32985.06,2895.32,287.59,No Discount,8978,Uttarakhand,17701.47,3601.28,Cash,Thursday,December,Q4,High-Value,Retail Store,4
613063,14-04-2023,Electronics,Laptops,2,5400.51,10801.02,6712.46,547.57,526.64,5%,8529,Gujrat,3014.35,1466.02,Cash,Friday,April,Q2,High-Value,Offline,2.49
109240,13-04-2023,Electronics,Laptops,2,8453.06,16906.12,11416.31,1478.27,937.73,5%,1670,Haryana,3073.81,1736.57,UPI,Thursday,April,Q2,Low-Value,Offline,2.47
587071,26-04-2023,Electronics,Laptops,5,6188.12,30940.6,19931.09,1718.89,2049.37,No Discount,4952,Uttarakhand,7241.25,2805.61,Cash,Wednesday,April,Q2,Low-Value,Online,1.01
542944,17-09-2023,Electronics,Mobiles,4,24191.37,96765.48,63840.4,7668.01,1976.69,No Discount,7286,Maharastra,23280.38,11898.86,Debit Card,Sunday,September,Q3,Mid-Value,Retail Store,2.43
851683,21-11-2023,Beauty,Haircare,2,33126.46,66252.92,40770.08,6122.83,285.39,No Discount,4305,Himachal Pradesh,19074.62,4699.99,Credit Card,Tuesday,November,Q4,Low-Value,Offline,3.24
247208,17-10-2023,Beauty,Fragrances,1,11278.77,11278.77,7325.08,638.96,329.65,No Discount,3946,Maharastra,2985.08,1017.04,Debit Card,Tuesday,October,Q4,Low-Value,Offline,4.99
294978,07-02-2023,Beauty,Fragrances,5,42360.52,211802.6,134413.54,20252.39,1324.2,No Discount,1436,Haryana,55812.47,11421.81,UPI,Tuesday,February,Q1,Low-Value,Retail Store,4.5
415947,28-08-2023,Home & Kitchen,Decor,2,20112.35,40224.7,24739.49,2373.51,967.86,10%,5117,Madhya Pradesh,12143.84,5230.98,Cash,Monday,August,Q3,Mid-Value,Online,1.16
507920,19-02-2023,Home & Kitchen,Furniture,5,28971.35,144856.75,100825.47,10546.09,1250.45,10%,6974,Maharastra,32234.74,10739.24,UPI,Sunday,February,Q1,Mid-Value,Online,4.13
544848,25-10-2023,Electronics,TVs,4,44303.35,177213.4,122658.65,13624.6,1162.31,15%,4173,Haryana,39767.84,22314.67,Cash,Wednesday,October,Q4,High-Value,Retail Store,1.79
469254,30-03-2023,Fashion,Clothing,1,31357.81,31357.81,20282.14,2007.62,438.67,No Discount,2104,Maharastra,8629.38,2099.66,Cash,Thursday,March,Q1,Low-Value,Offline,2.71
125870,06-03-2023,Electronics,Laptops,3,38619.24,115857.72,71067.78,8647.22,929.28,10%,6757,Haryana,35213.44,14638.26,Cash,Monday,March,Q1,High-Value,Offline,1.25
929842,20-06-2023,Electronics,Audio Player,4,27245.82,108983.28,85074.88,6184.35,1219.71,15%,7388,Madhya Pradesh,16504.34,16033.78,UPI,Tuesday,June,Q2,Mid-Value,Retail Store,2.26
547560,19-04-2023,Home & Kitchen,Cookware,2,28127.13,56254.26,43305.15,3422.2,591.12,10%,6424,Uttarakhand,8935.79,4685.85,Cash,Wednesday,April,Q2,Mid-Value,Retail Store,1.42
550137,14-02-2023,Beauty,Skincare,4,44865.49,179461.96,127633.73,15558.14,532.97,5%,6296,Himachal Pradesh,35737.12,18227.38,Credit Card,Tuesday,February,Q1,Mid-Value,Offline,4.46
836653,26-09-2023,Fashion,Accessories,5,10061.68,50308.4,38369.19,2822.34,941.49,15%,9376,Himachal Pradesh,8175.38,5101.41,Credit Card,Tuesday,September,Q3,High-Value,Retail Store,4.63
980590,19-05-2023,Home & Kitchen,Cookware,1,6430.25,6430.25,5105.62,468.63,274.37,15%,8582,Maharastra,581.63,476.99,UPI,Friday,May,Q2,Mid-Value,Online,1.03
216357,05-07-2023,Fashion,Clothing,5,35737.99,178689.95,113892.93,17304.27,1922.94,15%,4770,Punjab,45569.81,10605.28,Credit Card,Wednesday,July,Q3,Low-Value,Online,3.09
573997,20-09-2023,Fashion,Accessories,3,16720.14,50160.42,38023.6,4781.89,548.42,10%,8552,Maharastra,6806.51,5808.58,Cash,Wednesday,September,Q3,Low-Value,Retail Store,1.87
542121,26-03-2023,Home & Kitchen,Decor,4,9806.08,39224.32,26171.54,3016.41,904.1,10%,1862,Madhya Pradesh,9132.27,4807.53,Credit Card,Sunday,March,Q1,High-Value,Retail Store,4.99
436957,15-11-2023,Fashion,Accessories,5,34998.94,174994.7,106872.75,16504.5,1294.44,5%,8346,Madhya Pradesh,50323.01,11948.42,Credit Card,Wednesday,November,Q4,High-Value,Online,2.64
569886,25-05-2023,Fashion,Shoes,3,5183.36,15550.08,9515.46,1330.11,1454.67,10%,3782,Haryana,3249.84,1870.67,Credit Card,Thursday,May,Q2,Low-Value,Online,2.68
916236,09-08-2023,Home & Kitchen,Decor,3,22563.53,67690.59,51898.22,5321.17,733.63,15%,3591,Punjab,9737.57,5452.01,UPI,Wednesday,August,Q3,Low-Value,Online,3.85
108635,16-08-2023,Home & Kitchen,Furniture,5,32670.17,163350.85,98773.37,11865.83,314.12,15%,5665,Himachal Pradesh,52397.53,21696.88,Debit Card,Wednesday,August,Q3,High-Value,Retail Store,2.21
261177,20-07-2023,Electronics,Audio Player,5,49079.21,245396.05,169586.68,22368.34,2413.5,5%,9182,Gujrat,51027.53,24820.05,Debit Card,Thursday,July,Q3,Mid-Value,Offline,1.65
908170,09-04-2023,Electronics,Mobiles,2,42811,85622,55581.22,5635.26,894.81,10%,6515,Uttarakhand,23510.71,10362.86,UPI,Sunday,April,Q2,Mid-Value,Retail Store,1.44
452071,03-01-2023,Home & Kitchen,Appliances,4,8914.08,35656.32,26073.52,2982.73,677.9,No Discount,3772,Punjab,5922.17,3781.9,Cash,Tuesday,January,Q1,High-Value,Retail Store,3.28
525413,23-01-2023,Home & Kitchen,Appliances,3,18204.33,54612.99,38266.01,4919.22,1075.63,10%,1771,Punjab,10352.13,3825.19,Credit Card,Monday,January,Q1,Low-Value,Offline,2.06
190919,18-12-2023,Fashion,Accessories,5,34721.49,173607.45,113223.18,16585.04,2434.16,10%,9437,Himachal Pradesh,41365.07,24914.53,Credit Card,Monday,December,Q4,High-Value,Retail Store,1.05
341280,26-10-2023,Fashion,Clothing,2,43276.26,86552.52,68312.84,7907.66,738.57,10%,5822,Gujrat,9593.45,11690.46,Debit Card,Thursday,October,Q4,High-Value,Online,1.85
256830,25-06-2023,Beauty,Makeup,2,6561.99,13123.98,8953.7,1224.71,731.33,15%,8733,Punjab,2214.24,1933.81,Cash,Sunday,June,Q2,Mid-Value,Online,4.62
717626,16-04-2023,Home & Kitchen,Appliances,2,29353.81,58707.62,43292.1,4781.87,133.13,5%,2783,Madhya Pradesh,10500.52,3043.89,Cash,Sunday,April,Q2,High-Value,Offline,4.32
311708,18-07-2023,Home & Kitchen,Decor,4,19464.12,77856.48,54802.11,6496.5,736.47,15%,8069,Maharastra,15821.4,7638.37,Debit Card,Tuesday,July,Q3,Low-Value,Retail Store,3.95
326105,10-01-2023,Fashion,Shoes,4,17252.82,69011.28,54802.54,3639.39,946.19,5%,1029,Haryana,9623.16,4709.49,Credit Card,Tuesday,January,Q1,High-Value,Retail Store,4.77
540809,14-07-2023,Fashion,Accessories,1,21419.58,21419.58,15653.63,1649.22,275.57,10%,6118,Madhya Pradesh,3841.16,3144.89,Debit Card,Friday,July,Q3,Low-Value,Offline,2.08
948959,29-07-2023,Beauty,Skincare,4,15928.64,63714.56,48343.21,3604.98,1940.32,10%,8496,Maharastra,9826.05,7530.47,UPI,Saturday,July,Q3,High-Value,Retail Store,1.4
759338,31-08-2023,Fashion,Accessories,2,25106.28,50212.56,37470.27,4524.77,890.62,5%,1481,Maharastra,7326.9,3276.72,Debit Card,Thursday,August,Q3,Mid-Value,Offline,1.84
597763,08-03-2023,Fashion,Accessories,2,8064.72,16129.44,11727.93,1583.22,969.99,15%,8766,Haryana,1848.3,2045.24,Credit Card,Wednesday,March,Q1,Mid-Value,Retail Store,2.79
392884,07-04-2023,Beauty,Haircare,4,24635.04,98540.16,67365.14,6974.9,1089.63,10%,9310,Gujrat,23110.49,11141.06,UPI,Friday,April,Q2,Low-Value,Online,1.84
796721,29-04-2023,Beauty,Haircare,1,22642.08,22642.08,15500.56,2221.98,430.77,No Discount,4865,Punjab,4488.77,1935.86,UPI,Saturday,April,Q2,Mid-Value,Offline,4.94
592753,26-11-2023,Electronics,Laptops,1,49395.64,49395.64,35679.34,3696.32,246.15,15%,5993,Madhya Pradesh,9773.83,3362.41,Cash,Sunday,November,Q4,High-Value,Retail Store,2.33
668374,23-03-2023,Fashion,Shoes,1,16620.45,16620.45,12728.87,1604.5,377.96,15%,3874,Maharastra,1909.12,1730.76,Credit Card,Thursday,March,Q1,Mid-Value,Online,3.57
268871,29-09-2023,Fashion,Clothing,5,44273.57,221367.85,164180.05,12326.14,2119.92,5%,5224,Uttarakhand,42741.74,23992.09,Debit Card,Friday,September,Q3,Mid-Value,Online,4.78
374622,22-02-2023,Beauty,Skincare,2,44830.34,89660.68,62584.3,6654.66,123.15,5%,2482,Maharastra,20298.57,10131.69,Credit Card,Wednesday,February,Q1,Low-Value,Offline,2.12
508307,22-08-2023,Home & Kitchen,Appliances,1,31046.2,31046.2,20943.73,2017.19,326.01,15%,5351,Gujrat,7759.27,4594.51,UPI,Tuesday,August,Q3,Low-Value,Retail Store,1.54
331888,17-09-2023,Electronics,Laptops,3,24704.45,74113.35,45539.87,4622.93,615.29,5%,3891,Uttarakhand,23335.26,7448.63,Debit Card,Sunday,September,Q3,Mid-Value,Retail Store,2.15
225358,10-08-2023,Fashion,Clothing,3,40006.97,120020.91,81504.41,7673.77,814.71,10%,4090,Haryana,30028.02,8235.64,Credit Card,Thursday,August,Q3,High-Value,Retail Store,3.88
905659,29-07-2023,Beauty,Haircare,4,35567.97,142271.88,113421.81,12032.5,1848.9,5%,3115,Uttarakhand,14968.67,12802.8,Credit Card,Saturday,July,Q3,Mid-Value,Online,4.76
700669,07-10-2023,Beauty,Makeup,4,27569.37,110277.48,80717.28,7352.15,898.89,10%,8273,Punjab,21309.16,15208.46,Cash,Saturday,October,Q4,Low-Value,Online,1.75
798516,22-03-2023,Home & Kitchen,Cookware,1,15080.75,15080.75,11978.62,896.14,256.28,No Discount,4394,Haryana,1949.71,819.08,UPI,Wednesday,March,Q1,Mid-Value,Retail Store,2.62
426322,19-04-2023,Home & Kitchen,Furniture,1,46663.92,46663.92,28962.73,3412.55,288.28,5%,9081,Maharastra,14000.36,5759.08,Debit Card,Wednesday,April,Q2,Low-Value,Retail Store,3.07
370391,04-08-2023,Home & Kitchen,Decor,2,46424.58,92849.16,59976.37,5402.32,526.33,15%,7214,Gujrat,26944.14,5822.72,Cash,Friday,August,Q3,Low-Value,Retail Store,1.52
295745,24-02-2023,Electronics,Mobiles,1,35839.32,35839.32,23527.45,2358.4,436.27,No Discount,3260,Maharastra,9517.2,1850.12,Cash,Friday,February,Q1,Mid-Value,Retail Store,3.76
485752,15-04-2023,Electronics,Audio Player,2,12292.4,24584.8,17841.28,2335.29,269.2,15%,2470,Gujrat,4139.03,1254.66,Credit Card,Saturday,April,Q2,Low-Value,Offline,4.7
700758,03-10-2023,Home & Kitchen,Cookware,1,25744.6,25744.6,15564.51,2315.84,119.28,10%,3248,Haryana,7744.97,3581.76,Debit Card,Tuesday,October,Q4,Mid-Value,Retail Store,1.41
858671,24-05-2023,Electronics,TVs,1,44500.08,44500.08,34124.47,3851.72,238.27,10%,9634,Maharastra,6285.62,5500.47,Debit Card,Wednesday,May,Q2,Mid-Value,Offline,1.7
923627,24-02-2023,Beauty,Skincare,3,42929.41,128788.23,93268.71,11578.26,239.85,10%,3679,Punjab,23701.41,14105.22,Credit Card,Friday,February,Q1,Low-Value,Retail Store,1.29
357317,15-02-2023,Beauty,Haircare,1,29819.49,29819.49,19799.68,2247.34,418.41,10%,5997,Haryana,7354.06,3204.45,Cash,Wednesday,February,Q1,Mid-Value,Retail Store,1.46
852181,04-03-2023,Fashion,Clothing,3,19053.26,57159.78,38616.32,4020.14,969.16,15%,2702,Madhya Pradesh,13554.16,5988.49,UPI,Saturday,March,Q1,Mid-Value,Retail Store,2.34
493127,05-03-2023,Electronics,Mobiles,2,35059.48,70118.96,52678.84,6198.16,164.08,No Discount,5142,Punjab,11077.88,3702.69,Cash,Sunday,March,Q1,Low-Value,Retail Store,4.22
849270,09-05-2023,Fashion,Clothing,2,16746.73,33493.46,20823.55,2293.38,869.46,15%,4552,Maharastra,9507.07,3651.69,UPI,Tuesday,May,Q2,Low-Value,Offline,4.2
409066,09-07-2023,Electronics,Mobiles,1,9830.05,9830.05,6610.75,937.72,493.49,15%,8814,Maharastra,1788.09,1011.63,Debit Card,Sunday,July,Q3,High-Value,Retail Store,2.28
592045,10-05-2023,Home & Kitchen,Cookware,3,44561.13,133683.39,89759.56,12768.78,534.35,No Discount,3809,Maharastra,30620.7,8055.4,Debit Card,Wednesday,May,Q2,High-Value,Offline,4.67
408637,24-09-2023,Beauty,Makeup,2,23893.77,47787.54,32025.9,2757.88,818.59,No Discount,4571,Himachal Pradesh,12185.17,2935.7,Debit Card,Sunday,September,Q3,Mid-Value,Offline,4.86
805506,11-10-2023,Beauty,Makeup,2,39351.11,78702.22,50529.9,4434.05,954.64,5%,4830,Gujrat,22783.63,7728.94,Cash,Wednesday,October,Q4,Low-Value,Retail Store,1.69
274833,18-03-2023,Beauty,Makeup,2,41420.05,82840.1,60652.73,5059.93,926.75,5%,7983,Himachal Pradesh,16200.69,8855.06,Cash,Saturday,March,Q1,Low-Value,Offline,4.89
713961,25-12-2023,Home & Kitchen,Furniture,4,27229.66,108918.64,81490.44,9762.68,1566.5,10%,1539,Madhya Pradesh,16099.02,11259.1,Cash,Monday,December,Q4,Low-Value,Retail Store,2.45
613256,27-02-2023,Fashion,Shoes,1,39173.45,39173.45,25614.97,2615.85,255.5,5%,9465,Madhya Pradesh,10687.13,5179.66,Debit Card,Monday,February,Q1,High-Value,Online,1.47
589500,25-03-2023,Fashion,Accessories,2,22127.16,44254.32,29791.74,4279.55,422.7,5%,8050,Maharastra,9760.33,2516.5,Debit Card,Saturday,March,Q1,Low-Value,Offline,2.41
367137,21-04-2023,Home & Kitchen,Appliances,5,12291.31,61456.55,45586.02,5789.32,2354.82,No Discount,8748,Punjab,7726.39,6898.45,Debit Card,Friday,April,Q2,Mid-Value,Retail Store,4.52
326281,18-07-2023,Home & Kitchen,Decor,5,31814.38,159071.9,125483.68,13564.82,1713.37,10%,8540,Punjab,18310.03,15077.71,Cash,Tuesday,July,Q3,High-Value,Retail Store,3.98
449525,24-08-2023,Electronics,Audio Player,1,11578.51,11578.51,8678.92,1024.18,324.67,5%,1270,Himachal Pradesh,1550.74,833.42,Debit Card,Thursday,August,Q3,High-Value,Online,4.54
450042,02-04-2023,Home & Kitchen,Appliances,1,32060.29,32060.29,20823.35,1950.68,186.78,5%,5112,Punjab,9099.48,3091.14,Cash,Sunday,April,Q2,Mid-Value,Retail Store,1.79
493479,30-12-2023,Home & Kitchen,Cookware,3,20080.23,60240.69,39592.92,3561.57,228.89,10%,4864,Madhya Pradesh,16857.31,3025.29,Credit Card,Saturday,December,Q4,Mid-Value,Offline,1.59
784800,16-02-2023,Beauty,Skincare,3,46852.57,140557.71,109703.25,13249.95,1332.2,5%,1854,Maharastra,16272.31,7685.56,Cash,Thursday,February,Q1,Low-Value,Online,4.07
633431,09-11-2023,Beauty,Skincare,4,38911.93,155647.72,123696.38,12599.25,1604.2,5%,5175,Madhya Pradesh,17747.89,11348.33,Credit Card,Thursday,November,Q4,Mid-Value,Retail Store,4.63
236028,15-06-2023,Beauty,Skincare,3,14165.72,42497.16,25679.54,3346.52,691.08,15%,3461,Uttarakhand,12780.02,3985.48,Cash,Thursday,June,Q2,High-Value,Offline,1.4
936456,04-10-2023,Home & Kitchen,Decor,4,43903.46,175613.84,118422.43,15581.1,268.41,10%,9796,Uttarakhand,41341.9,22684.86,UPI,Wednesday,October,Q4,High-Value,Offline,1.67
312114,15-12-2023,Fashion,Shoes,2,23857.26,47714.52,34381.22,2602.07,906.04,5%,2359,Haryana,9825.19,6126.21,Debit Card,Friday,December,Q4,High-Value,Retail Store,4.56
972425,04-09-2023,Home & Kitchen,Appliances,2,24368.18,48736.36,30907.83,4289.47,819.8,No Discount,1633,Uttarakhand,12719.26,3438.96,UPI,Monday,September,Q3,High-Value,Retail Store,4.23
917697,15-08-2023,Home & Kitchen,Appliances,4,42714.59,170858.36,117509.16,10105.4,858.2,5%,6243,Haryana,42385.6,9667.38,Debit Card,Tuesday,August,Q3,High-Value,Online,1.83
891801,23-03-2023,Home & Kitchen,Furniture,1,32739.6,32739.6,23212.71,3056.44,457.37,5%,9403,Madhya Pradesh,6013.08,4386.2,Cash,Thursday,March,Q1,Low-Value,Offline,2.43
244491,24-10-2023,Home & Kitchen,Appliances,2,32387.87,64775.74,51026.85,3585.84,906.56,15%,4203,Madhya Pradesh,9256.49,3267.23,Credit Card,Tuesday,October,Q4,High-Value,Online,1.48
444940,27-01-2023,Home & Kitchen,Appliances,1,45822.49,45822.49,28390.28,4329.26,98.39,No Discount,4310,Uttarakhand,13004.56,5702.64,Cash,Friday,January,Q1,High-Value,Offline,1.43
889361,01-12-2023,Home & Kitchen,Decor,2,31800.56,63601.12,47906.27,5088.12,319.44,5%,6959,Gujrat,10287.29,5484.8,Cash,Friday,December,Q4,Low-Value,Online,3.65
353675,01-10-2023,Electronics,Audio Player,4,37533.41,150133.64,109521.5,11106.27,1478.9,10%,6514,Haryana,28026.97,21208.19,Cash,Sunday,October,Q4,Low-Value,Offline,4.89
229201,19-06-2023,Fashion,Clothing,2,35320.03,70640.06,49967.51,5924.7,790.02,5%,7354,Gujrat,13957.83,9953.56,Debit Card,Monday,June,Q2,Mid-Value,Offline,3.52
239716,24-07-2023,Home & Kitchen,Furniture,2,16462.83,32925.66,24277.75,3100.9,130.43,No Discount,6133,Madhya Pradesh,5416.58,3582.45,Debit Card,Monday,July,Q3,Mid-Value,Online,3.26
840535,03-06-2023,Home & Kitchen,Furniture,4,16237.75,64951,49241.63,3707.51,635.95,No Discount,3218,Maharastra,11365.91,9442.37,Debit Card,Saturday,June,Q2,Low-Value,Offline,4.37
654863,23-11-2023,Fashion,Accessories,3,45505,136515,85542.26,11710.47,1101.86,5%,1798,Maharastra,38160.41,18413.31,UPI,Thursday,November,Q4,Mid-Value,Online,3.55
710362,28-03-2023,Electronics,TVs,5,43537.39,217686.95,132832.22,16666.92,2006.45,15%,7901,Maharastra,66181.36,11575.56,Credit Card,Tuesday,March,Q1,Low-Value,Online,2.8
155590,01-03-2023,Home & Kitchen,Decor,2,29017.16,58034.32,42774.22,4010.04,472.28,No Discount,4908,Madhya Pradesh,10777.78,4130.74,Credit Card,Wednesday,March,Q1,Low-Value,Online,4.1
609997,30-01-2023,Home & Kitchen,Appliances,3,44496.66,133489.98,94748.67,7680.96,417.89,5%,6934,Himachal Pradesh,30642.46,15162.28,UPI,Monday,January,Q1,High-Value,Online,2.2
314895,09-11-2023,Home & Kitchen,Furniture,2,25395.05,50790.1,32636.12,4911.92,276.64,15%,5035,Maharastra,12965.42,4679.49,Cash,Thursday,November,Q4,High-Value,Offline,4.19
208903,23-10-2023,Fashion,Accessories,5,46168.82,230844.1,149602.94,16057.34,2173.77,5%,1387,Haryana,63010.05,32559.46,Credit Card,Monday,October,Q4,Low-Value,Online,4.03
147653,21-12-2023,Fashion,Accessories,1,37791.88,37791.88,24870.23,3193.44,157.85,10%,1108,Uttarakhand,9570.36,5399.93,Credit Card,Thursday,December,Q4,Low-Value,Online,2.78
652803,16-03-2023,Beauty,Makeup,2,14488.09,28976.18,19503.89,1563.15,708.73,5%,7416,Himachal Pradesh,7200.41,4232.72,Credit Card,Thursday,March,Q1,Mid-Value,Online,3.95
568190,23-03-2023,Electronics,Laptops,2,47195.23,94390.46,67389.74,6302.66,292.61,10%,4354,Haryana,20405.45,5269.53,Credit Card,Thursday,March,Q1,High-Value,Offline,2.77
212844,05-01-2023,Electronics,Laptops,1,6074.8,6074.8,3719.22,529.98,74.98,5%,9819,Maharastra,1750.62,670.98,Credit Card,Thursday,January,Q1,Low-Value,Offline,3.34
316835,14-08-2023,Beauty,Makeup,1,24638.9,24638.9,16698.77,1901.42,268.38,10%,1288,Maharastra,5770.33,3139.52,Cash,Monday,August,Q3,High-Value,Online,4.45
932020,06-11-2023,Beauty,Haircare,1,9670.64,9670.64,7285.44,746.36,279.97,10%,3099,Uttarakhand,1358.87,1096.32,Debit Card,Monday,November,Q4,High-Value,Retail Store,1.55
152634,26-03-2023,Home & Kitchen,Decor,2,39360.73,78721.46,60554.52,5726.33,327.38,5%,1523,Madhya Pradesh,12113.23,5974.06,UPI,Sunday,March,Q1,Low-Value,Offline,1.06
948354,21-04-2023,Home & Kitchen,Furniture,1,34016.08,34016.08,20654.68,2586.33,460.25,5%,7122,Gujrat,10314.82,2534.13,Debit Card,Friday,April,Q2,Low-Value,Offline,1.14
690456,13-02-2023,Home & Kitchen,Appliances,2,16516.73,33033.46,20559.98,2034.68,352.9,15%,8002,Uttarakhand,10085.9,3490.22,Cash,Monday,February,Q1,Low-Value,Offline,2.13
619513,24-09-2023,Beauty,Fragrances,2,25279.32,50558.64,37115.07,5037.9,312.38,5%,7946,Maharastra,8093.29,5126.49,Credit Card,Sunday,September,Q3,High-Value,Retail Store,3.15
988641,28-11-2023,Fashion,Accessories,5,35282.99,176414.95,123371.62,11887.49,1192.85,15%,4045,Haryana,39962.99,9089.88,Debit Card,Tuesday,November,Q4,Low-Value,Offline,2.91
873000,20-11-2023,Beauty,Makeup,2,42764.64,85529.28,53381.61,5963.44,782.67,No Discount,8483,Haryana,25401.56,9819.91,Credit Card,Monday,November,Q4,Mid-Value,Offline,3.28
758337,22-12-2023,Beauty,Haircare,4,36283.49,145133.96,95882.51,12942.19,1688.5,15%,5547,Punjab,34620.76,17614.37,Cash,Friday,December,Q4,Mid-Value,Offline,4.67
